question,answer,comment,instruction
"唯
sample words:
唯一度
唯事
唯さえ",ただ,"唯:only, merely, solely, simply
唯一度(ただいちど):only once
唯事(ただごと):trivial matter
唯さえ(たださえ):as it is; (even) under normal circumstances; alre.",Jouyou. JLPT : N1
"坪
sample words:
地坪
坪当たり
米坪",つぼ,"坪:area about 36 square feet
地坪(じつぼ):ground area (e.g. of a building's footprint); lan.
坪当たり(つぼあたり):per tsubo (area)
米坪(べいつぼ):paper weight (in gsm)",Jouyou. JLPT : N1
"垣
sample words:
斎垣
生け垣
斎み垣",かき,"垣:fence, hedge, wall
斎垣(いがき):fence around a shrine
生け垣(いけがき):hedge
斎み垣(いみがき):shrine fence",Jouyou. JLPT : N1
"堀
sample words:
堀江
堀川
堀り出し物",ほり,"堀:moat, canal, ditch
堀江(ほりえ):canal
堀川(ほりかわ):canal
堀り出し物(ほりだしもの):bargain; good buy; (lucky) find; treasure trove",Jouyou. JLPT : N1
"堤
sample words:
堤を築く
蟻の穴から堤も崩れる
千丈の堤も蟻の一穴より崩れる",つつみ,"堤:dike, bank, embankment
堤を築く(つつみをきずく):to build an embankment
蟻の穴から堤も崩れる(ありのあなからつつみもくずれる):a small leak will sink a great ship
千丈の堤も蟻の一穴より崩れる(せんじょうのつつみもありのいっけつよりくずれる):a small leak will sink a great ship",Jouyou. JLPT : N1
"塚
sample words:
蟻塚
大塚家具
三里塚闘争",つか,"塚:mound, hillock, tumulus
蟻塚(ありづか):anthill
大塚家具(おおつかかぐ):Otsuka Kagu, Ltd
三里塚闘争(さんりづかとうそう):campaign against the construction of Narita airpo.",Jouyou. JLPT : N1
"塊
sample words:
遠慮の塊
塊肉
血の塊",かたまり,"塊:lump, chunk, clod, mass; clump, cluster, group; f.
遠慮の塊(えんりょのかたまり):the last remaining piece (which people are reluct.
塊肉(かたまりにく):joint of meat; chunk of meat (e.g. for grilling)
血の塊(ちのかたまり):clot of blood",Jouyou. JLPT : N1
"墨
sample words:
烏賊墨
いかの墨
墨絵",すみ,"墨:India ink, Chinese ink; ink stick; inked marking .
烏賊墨(いかすみ):squid ink
いかの墨(いかのすみ):squid's ink
墨絵(すみえ):ink painting",Jouyou. JLPT : N1
"奴
sample words:
内の奴
懲りない奴
何奴",やつ,"奴:manservant, slave; fellow
内の奴(うちのやつ):the wife; the missus
懲りない奴(こりないやつ):persistent jerk; person (generally male) who won'.
何奴(どやつ):who",Jouyou. JLPT : N1
"姫
sample words:
兄姫
おたさの姫
姫鵜",ひめ,"姫:princess; young lady of birth. little, pretty
兄姫(えひめ):elder princess; older princess
おたさの姫(おたさのひめ):sole girl in a group of geeks
姫鵜(ひめう):pelagic cormorant (Phalacrocorax pelagicus)",Jouyou. JLPT : N1
"婆
sample words:
婆抜き
箕借り婆
遣り手婆",ばば,"婆:old woman; grandmother
婆抜き(ばばぬき):old maid (game); living without one's mother-in-l.
箕借り婆(みかりばば):old woman ghost from the Kanto region
遣り手婆(やりてばば):brothel madam",Jouyou. JLPT : N1
"婿
sample words:
相婿
花婿
花嫁花婿",むこ,"婿:son-in-law
相婿(あいむこ):brother-in-law
花婿(はなむこ):bridegroom
花嫁花婿(はなよめはなむこ):bride and groom",Jouyou. JLPT : N1
"媛
sample words:
愛媛",ひめ,"媛:princess; young lady of noble birth
愛媛(えひめ):Ehime (prefecture)",Jouyou. JLPT : N1
"嫁
sample words:
お嫁さん
嫁いびり
嫁入り道具",よめ,"嫁:marry off; get married; bride, young wife, daught.
お嫁さん(およめさん):wife
嫁いびり(よめいびり):bullying a young wife
嫁入り道具(よめいりどうぐ):trousseau",Jouyou. JLPT : N1
"嫌
sample words:
嫌がらせ
嫌な気持ち
嫌に",いや,"嫌:hate, detest, dislike; disagreeable
嫌がらせ(いやがらせ):pestering; harassment
嫌な気持ち(いやなきもち):unpleasant feeling
嫌に(いやに):terribly; awfully",Jouyou. JLPT : N1
"孔
sample words:
鍵孔
巣孔
並孔針",あな,"孔:hole, aperture, slit; gap, stop (of musical instr...
鍵孔(かぎあな):keyhole
巣孔(すあな):den; burrow; nesting hole
並孔針(なみあなはり):needle with a normal eye",Jouyou. JLPT : N1
"宴
sample words:
悪魔の宴
花見の宴",うたげ,"宴:feast, banquet, party, entertainment
悪魔の宴(あくまのうたげ):witches' sabbath; black sabbath
花見の宴(はなみのうたげ):cherry blossom viewing party",Jouyou. JLPT : N1
"尚
sample words:
尚いい
尚可",なお,"尚:further, furthermore, still, still more, yet; jus.
尚いい(なおいい):even better; still better
尚可(なおか):preferred; desirable",Jouyou. JLPT : N1
"尾
sample words:
赤尾のすり
尾っぽ
尾根",お,"尾:tail; trail (of a meteor); lower slope (of a moun.
赤尾のすり(あかおのすり):red-tailed hawk (Buteo jamaicensis)
尾っぽ(おっぽ):tail
尾根(おね):(mountain) ridge",Jouyou. JLPT : N1
"尿
sample words:
尿袋",いばり,"尿:urine
尿袋(いばりぶくろ):urinary bladder",Jouyou. JLPT : N1
"岡
sample words:
岡辺
岡村製作所
岡目",おか,"岡:hill, knoll, rising ground
岡辺(おかべ):vicinity of a hill
岡村製作所(おかむらせいさくしょ):Okamura Corporation
岡目(おかめ):looking on from the side; looking on by an outsid.",Jouyou. JLPT : N1
"岳
sample words:
御岳教
岳烏
御岳",たけ,"岳:peak, mountain
御岳教(おんたけきょう):Mitake-kyo; Ontake-kyo (sect of Shinto)
岳烏(たけがらす):spotted nutcracker (Nucifraga caryocatactes)
御岳(みたけ):large, high mountain",Jouyou. JLPT : N1
"峠
sample words:
碓氷峠
大菩薩峠
峠越え",とうげ,"峠:mountain pass; crisis, crest, climax
碓氷峠(うすいとうげ):Usui Pass
大菩薩峠(だいぼさつとうげ):The Sword of Doom (1966 film)
峠越え(とうげごえ):crossing a mountain pass",Jouyou. JLPT : N1
"峰
sample words:
峰打ち
峰桜
峰伝い",みね,"峰:peak, summit, top; back (of a sword)
峰打ち(みねうち):striking with the back of the sword
峰桜(みねざくら):Japanese alpine cherry (Prunus nipponica)
峰伝い(みねづたい):along the ridges",Jouyou. JLPT : N1
"崎
sample words:
川崎
川崎電気
州崎",さき,"崎:cape, spit, promontory
川崎(かわさき):Kawasaki (city)
川崎電気(かわさきでんき):Kawaden Corporation
州崎(すさき):sandspit",Jouyou. JLPT : N1
"嵐
sample words:
嵐を呼ぶ
大嵐
小夜嵐",あらし,"嵐:storm, tempest
嵐を呼ぶ(あらしをよぶ):to create a big stir; to cause a commotion; to in.
大嵐(おおあらし):raging storm
小夜嵐(さよあらし):strong nighttime wind",Jouyou. JLPT : N1
"帆
sample words:
さばに帆漕
さばに帆漕
三角帆",ほ,"帆:sail
さばに帆漕(さばにほうそう):sabani sailing and paddling regatta (Okinawa)
さばに帆漕(さばにほそう):sabani sailing and paddling regatta (Okinawa)
三角帆(さんかくほ):jib sail",Jouyou. JLPT : N1
"帝
sample words:
時の帝
帝揚羽",みかど,"帝:emperor; the god of heaven; the creator
時の帝(ときのみかど):emperor of the time
帝揚羽(みかどあげは):common jay (species of swallowtail butterfly, Gra.",Jouyou. JLPT : N1
"幻
sample words:
幻を追う
夢幻",まぼろし,"幻:vision, dream; illusion, apparition
幻を追う(まぼろしをおう):to pursue an illusion; to pursue a fantasy; to pu.
夢幻(ゆめまぼろし):fantasy; dreams; visions",Jouyou. JLPT : N1
"幾
sample words:
幾重にも
幾多
幾千代",いく,"幾:some, several, many; how many, how much
幾重にも(いくえにも):(folding) several times; over and over again; rep..
幾多(いくた):numerous; many
幾千代(いくちよ):many years; ages",Jouyou. JLPT : N1
"弐
sample words:
弐心",ふた,"弐:two, second
弐心(ふたごころ):double-dealing; duplicity; treachery",Jouyou. JLPT : N1
"弦
sample words:
弦音
弓弦",つる,"弦:bowstring; teakettle handle made of bamboo or vin.
弦音(つるね):sound of vibrating bowstring
弓弦(ゆみづる):bowstring",Jouyou. JLPT : N1
"弾
sample words:
それ弾
弾傷
矢弾",たま,"弾:play on. spring, bound, rebound; be inspired, be ..
それ弾(それだま):stray bullet
弾傷(たまきず):bullet wound; gunshot wound
矢弾(やだま):ammunition; arrows and bullets; missile; projecti.",Jouyou. JLPT : N1
"影
sample words:
影あな
影なれ
影のある",かげ,"影:light; shadow; silhouette; phantom; reflection, f.
影あな(かげあな):announcement from backstage (theatre, television)
影なれ(かげなれ):narration from backstage (theatre, television)
影のある(かげのある):cheerless; dark; gloomy (of a person)",Jouyou. JLPT : N1
"憩
sample words:
憩いの場",いこい,"憩:rest, relax, repose
憩いの場(いこいのば):place for relaxation and refreshment",Jouyou. JLPT : N1
"懐
sample words:
苦しい懐
懐が淋しい
懐具合",ふところ,"懐:bosom, breast, heart; pocket, purse; dear, longed..
苦しい懐(くるしいふところ):tight budget
懐が淋しい(ふところがさびしい):strapped for cash; hard up
懐具合(ふところぐあい):one's financial standing",Jouyou. JLPT : N1
"房
sample words:
四房
乳房
房飾り",ふさ,"房:tuft, tassel, fringe; lock (of hair); cluster, bu.
四房(しぶさ):four tassels hung above the ring
乳房(ちぶさ):udder; breast
房飾り(ふさかざり):fringe; tassel",Jouyou. JLPT : N1
"扇
sample words:
埋もれ扇蟹
絵扇
扇屋",おうぎ,"扇:folding fan
埋もれ扇蟹(うもれおうぎがに):Zosimus aeneus (species of poisonous crab)
絵扇(えおうぎ):fan painted with a picture
扇屋(おうぎや):folding fan shop",Jouyou. JLPT : N1
"扉
sample words:
裏扉
がらす扉
仕掛け扉",とびら,"扉:door; title page, front page
裏扉(うらとびら):back leaf
がらす扉(がらすとびら):glass door
仕掛け扉(しかけとびら):trap door; trapdoor",Jouyou. JLPT : N1
"拳
sample words:
拳を握る
力拳
握り拳",こぶし,"拳:fist
拳を握る(こぶしをにぎる):to make a fist; to clench one's fist
力拳(ちからこぶし):clenched fist
握り拳(にぎりこぶし):clenched fist",Jouyou. JLPT : N1
"掌
sample words:
掌の玉
掌を返す
掌を指す",たなごころ,"掌:rule, administer, conduct
掌の玉(たなごころのたま):apple of one's eye
掌を返す(たなごころをかえす):to do an about-face; to do something easy; to fli.
掌を指す(たなごころをさす):to be obvious; to point to one's palm; to be obvi.",Jouyou. JLPT : N1
"掛
sample words:
掛図
掛け矢
食い掛け",かけ,"掛:hang on, be suspended from, be caught, be trapped.............
掛図(かけず):wall chart; wall map
掛け矢(かけや):mallet
食い掛け(くいかけ):half-eaten",Jouyou. JLPT : N1
"斜
sample words:
御機嫌斜め
斜め顔
斜め掛け",ななめ,"斜:slanting, diagonal, oblique, askew; unpleasant, d.
御機嫌斜め(ごきげんななめ):crabby; cranky; in a bad temper
斜め顔(ななめがお):(drawing of a) face in three-quarter view
斜め掛け(ななめがけ):slung across one's body (e.g. of a bag)",Jouyou. JLPT : N1
"旨
sample words:
その旨
聖旨
旨とする",むね,"旨:purport; principle; instructions; will, thinking
その旨(そのむね):(words to) that effect
聖旨(みむね):God's will
旨とする(むねとする):to make it a principle to ...; to aim at doing",Jouyou. JLPT : N1
"暁
sample words:
暁起き
暁の空
暁闇",あかつき,"暁:dawn, daybrake; in the event (of)
暁起き(あかつきおき):waking up just before daybreak
暁の空(あかつきのそら):dawning sky
暁闇(あかつきやみ):moonless dawn",Jouyou. JLPT : N1
"暇
sample words:
手間暇
暇人
暇取る",ひま,"暇:time; leisure; poor business; leave of absence; d.
手間暇(てまひま):trouble; time and effort
暇人(ひまじん):idler; loafer; person with a lot of free time on .
暇取る(ひまどる):to take time",Jouyou. JLPT : N1
"暇
sample words:
暇も無く
御暇
応接に暇がない",いとま,"暇:time; leisure; poor business; leave of absence; d.
暇も無く(いとまもなく):without even time for (doing something); without .
御暇(おいとま):going home; leisure; quitting one's job; spare ti.
応接に暇がない(おうせつにいとまがない):unable to keep up; too busy to deal with",Jouyou. JLPT : N1
"暦
sample words:
絵暦
綴じ暦
南部暦",こよみ,"暦:calendar, almanac
絵暦(えごよみ):traditional Japanese calendar expressed with pict..
綴じ暦(とじごよみ):bound almanac; calendar in the form of a book
南部暦(なんぶごよみ):picture calendar",Jouyou. JLPT : N1
"朱
sample words:
朱に染まる",あけ,"朱:cinnabar; vermilion
朱に染まる(あけにそまる):to be covered in blood; to welter in blood",Jouyou. JLPT : N1
"杉
sample words:
あめりか杉
杉花粉
杉戸",すぎ,"杉:cryptomeria, sugi, Japan cedar
あめりか杉(あめりかすぎ):redwood
杉花粉(すぎかふん):cedar pollen
杉戸(すぎど):door made of cedar",Jouyou. JLPT : N1
"枠
sample words:
切取り枠
木枠
社会人枠",わく,"枠:frame, framework; reel, spindle, spool; rim, box .
切取り枠(きりとりわく):clip rectangle
木枠(きわく):wooden pallet; wooden crate; wooden frame
社会人枠(しゃかいじんわく):special consideration for non-traditional (older).",Jouyou. JLPT : N1
"柄
sample words:
柄振
長柄
箕作柄長提灯鮟鱇",え,"柄:handle, crank, grip, hilt, shaft, knob, spoke (of..
柄振(えぶり):small noh accessory; farming implement
長柄(ながえ):long handle; long-handled spear; long shaft
箕作柄長提灯鮟鱇(みつくりえながちょうちんあんこう):triplewart seadevil (Cryptopsaras couesii)",Jouyou. JLPT : N1
"柄
sample words:
絵柄
柄にもない
だいや柄",がら,"柄:handle, crank, grip, hilt, shaft, knob, spoke (of..
絵柄(えがら):pattern; design
柄にもない(がらにもない):unlike one; out of character
だいや柄(だいやがら):diamond-pattern",Jouyou. JLPT : N1
"柳
sample words:
行李柳
誹風柳多留
柳下駄",やなぎ,"柳:willow
行李柳(こりやなぎ):Salix koriyanagi (species of willow)
誹風柳多留(はいふうやなぎだる):The Willow Barrel (collection of Edo-period senry.
柳下駄(やなぎげた):low geta made of willow",Jouyou. JLPT : N1
"桃
sample words:
垂れ桃
酢桃
桃割れ",もも,"桃:peach
垂れ桃(しだれもも):weeping peach (Prunus persica var. pendula)
酢桃(すもも):Chinese plum; Japanese plum (Prunus salicina)
桃割れ(ももわれ):hairstyle of Meiji and Taisho era, featuring a bu.",Jouyou. JLPT : N1
"桑
sample words:
桑摘み
桑葉
桑葉末",くわ,"桑:mulberry
桑摘み(くわつみ):mulberry-leaf pickers; picking mulberry leaves
桑葉(くわば):mulberry leaf
桑葉末(くわばまつ):mulberry leaf powder",Jouyou. JLPT : N1
"梨
sample words:
台湾犬梨
梨地
梨の実",なし,"梨:pear; pear tree
台湾犬梨(たいわんいぬなし):evergreen pear (Pyrus kawakamii)
梨地(なしじ):lacquering technique using gold or silver powder .
梨の実(なしのみ):pear",Jouyou. JLPT : N1
